,country_region_code,country_region,date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
10878,NL,Netherlands,2020-09-08,-1.0,0.0,115.0,-35.0,-33.0,6.0
10879,NL,Netherlands,2020-09-09,-5.0,-5.0,97.0,-34.0,-29.0,5.0
10880,NL,Netherlands,2020-09-10,-5.0,-3.0,106.0,-34.0,-30.0,5.0
10881,NL,Netherlands,2020-09-11,-4.0,-4.0,142.0,-28.0,-27.0,3.0
10882,NL,Netherlands,2020-09-12,-10.0,-6.0,121.0,-24.0,2.0,1.0
10883,NL,Netherlands,2020-09-13,3.0,-3.0,153.0,-17.0,7.0,-1.0
10884,NL,Netherlands,2020-09-14,2.0,-3.0,167.0,-30.0,-27.0,4.0
10885,NL,Netherlands,2020-09-15,4.0,1.0,209.0,-31.0,-28.0,5.0
10886,NL,Netherlands,2020-09-16,-3.0,-3.0,143.0,-31.0,-25.0,4.0
10887,NL,Netherlands,2020-09-17,-7.0,-6.0,100.0,-36.0,-27.0,5.0
10888,NL,Netherlands,2020-09-18,-7.0,-6.0,130.0,-30.0,-24.0,3.0
10889,NL,Netherlands,2020-09-19,-10.0,-8.0,132.0,-25.0,2.0,0.0
10890,NL,Netherlands,2020-09-20,3.0,-4.0,150.0,-18.0,7.0,-1.0
10891,NL,Netherlands,2020-09-21,0.0,-3.0,123.0,-33.0,-27.0,5.0
10892,NL,Netherlands,2020-09-22,2.0,1.0,137.0,-33.0,-26.0,5.0
10893,NL,Netherlands,2020-09-23,-8.0,-2.0,66.0,-35.0,-23.0,6.0
10894,NL,Netherlands,2020-09-24,-12.0,-3.0,35.0,-38.0,-25.0,7.0
10895,NL,Netherlands,2020-09-25,-12.0,-4.0,40.0,-35.0,-23.0,6.0
10896,NL,Netherlands,2020-09-26,-12.0,-4.0,43.0,-31.0,2.0,2.0
10897,NL,Netherlands,2020-09-27,-11.0,-5.0,36.0,-32.0,5.0,2.0
10898,NL,Netherlands,2020-09-28,-12.0,-6.0,22.0,-39.0,-24.0,7.0
10899,NL,Netherlands,2020-09-29,-7.0,2.0,60.0,-39.0,-25.0,8.0
10900,NL,Netherlands,2020-09-30,-10.0,-2.0,50.0,-39.0,-26.0,7.0
10901,NL,Netherlands,2020-10-01,-21.0,-7.0,1.0,-44.0,-27.0,10.0
10902,NL,Netherlands,2020-10-02,-15.0,-2.0,46.0,-38.0,-23.0,7.0
10903,NL,Netherlands,2020-10-03,-23.0,-8.0,10.0,-39.0,-2.0,6.0
10904,NL,Netherlands,2020-10-04,-19.0,-6.0,31.0,-37.0,1.0,4.0
10905,NL,Netherlands,2020-10-05,-18.0,-9.0,13.0,-42.0,-29.0,9.0
10906,NL,Netherlands,2020-10-06,-16.0,-3.0,25.0,-43.0,-29.0,10.0
10907,NL,Netherlands,2020-10-07,-16.0,-5.0,28.0,-41.0,-26.0,8.0
10908,NL,Netherlands,2020-10-08,-26.0,-12.0,-10.0,-46.0,-28.0,11.0
10909,NL,Netherlands,2020-10-09,-17.0,-4.0,41.0,-39.0,-24.0,8.0
10910,NL,Netherlands,2020-10-10,-24.0,-10.0,11.0,-41.0,-2.0,6.0
10911,NL,Netherlands,2020-10-11,-24.0,-10.0,24.0,-40.0,0.0,4.0
10912,NL,Netherlands,2020-10-12,-11.0,-6.0,51.0,-44.0,-33.0,9.0
10913,NL,Netherlands,2020-10-13,-8.0,0.0,64.0,-45.0,-33.0,10.0
10914,NL,Netherlands,2020-10-14,-13.0,-6.0,51.0,-45.0,-31.0,9.0
10915,NL,Netherlands,2020-10-15,-29.0,-5.0,31.0,-50.0,-34.0,12.0
10916,NL,Netherlands,2020-10-16,-29.0,-4.0,55.0,-45.0,-32.0,10.0
10917,NL,Netherlands,2020-10-17,-35.0,-7.0,44.0,-43.0,-8.0,7.0
10918,NL,Netherlands,2020-10-18,-39.0,-11.0,51.0,-43.0,-8.0,5.0
10919,NL,Netherlands,2020-10-19,-20.0,-7.0,61.0,-49.0,-40.0,11.0
10920,NL,Netherlands,2020-10-20,-20.0,-1.0,49.0,-50.0,-39.0,12.0
10921,NL,Netherlands,2020-10-21,-26.0,-8.0,31.0,-49.0,-37.0,11.0
10922,NL,Netherlands,2020-10-22,-24.0,-3.0,49.0,-49.0,-38.0,12.0
10923,NL,Netherlands,2020-10-23,-25.0,-2.0,55.0,-45.0,-35.0,10.0
10924,NL,Netherlands,2020-10-24,-33.0,-5.0,27.0,-43.0,-7.0,7.0
10925,NL,Netherlands,2020-10-25,-39.0,-9.0,5.0,-45.0,-6.0,6.0
10926,NL,Netherlands,2020-10-26,-22.0,-6.0,17.0,-46.0,-29.0,10.0
10927,NL,Netherlands,2020-10-27,-23.0,-1.0,14.0,-47.0,-29.0,11.0
10928,NL,Netherlands,2020-10-28,-29.0,-7.0,-1.0,-46.0,-25.0,10.0
10929,NL,Netherlands,2020-10-29,-32.0,-6.0,-10.0,-49.0,-27.0,12.0
10930,NL,Netherlands,2020-10-30,-31.0,-4.0,2.0,-45.0,-24.0,10.0
10931,NL,Netherlands,2020-10-31,-32.0,-5.0,33.0,-41.0,-5.0,7.0
10932,NL,Netherlands,2020-11-01,-42.0,-12.0,5.0,-47.0,-7.0,6.0
10933,NL,Netherlands,2020-11-02,-27.0,-11.0,2.0,-47.0,-28.0,11.0
10934,NL,Netherlands,2020-11-03,-24.0,-3.0,22.0,-47.0,-28.0,11.0
10935,NL,Netherlands,2020-11-04,-25.0,-5.0,34.0,-45.0,-26.0,10.0
10936,NL,Netherlands,2020-11-05,-32.0,-5.0,10.0,-50.0,-28.0,12.0
10937,NL,Netherlands,2020-11-06,-31.0,-4.0,27.0,-46.0,-24.0,11.0
10938,NL,Netherlands,2020-11-07,-33.0,-5.0,47.0,-43.0,-7.0,7.0
10939,NL,Netherlands,2020-11-08,-38.0,-7.0,57.0,-43.0,-7.0,5.0
10940,NL,Netherlands,2020-11-09,-25.0,-8.0,27.0,-47.0,-28.0,11.0
10941,NL,Netherlands,2020-11-10,-24.0,0.0,30.0,-47.0,-28.0,11.0
10942,NL,Netherlands,2020-11-11,-26.0,-2.0,21.0,-45.0,-25.0,10.0
10943,NL,Netherlands,2020-11-12,-33.0,-7.0,-6.0,-49.0,-27.0,12.0
10944,NL,Netherlands,2020-11-13,-32.0,-3.0,5.0,-46.0,-23.0,11.0
10945,NL,Netherlands,2020-11-14,-35.0,-4.0,7.0,-47.0,-7.0,8.0
10946,NL,Netherlands,2020-11-15,-48.0,-15.0,-16.0,-51.0,-11.0,7.0
10947,NL,Netherlands,2020-11-16,-29.0,-10.0,-7.0,-48.0,-27.0,11.0
10948,NL,Netherlands,2020-11-17,-26.0,-2.0,12.0,-48.0,-27.0,11.0
10949,NL,Netherlands,2020-11-18,-24.0,-2.0,43.0,-44.0,-24.0,9.0
10950,NL,Netherlands,2020-11-19,-33.0,-8.0,-16.0,-50.0,-26.0,12.0
10951,NL,Netherlands,2020-11-20,-27.0,0.0,7.0,-44.0,-22.0,10.0
10952,NL,Netherlands,2020-11-21,-32.0,-4.0,-9.0,-46.0,-6.0,7.0
10953,NL,Netherlands,2020-11-22,-35.0,-7.0,18.0,-44.0,-6.0,5.0
10954,NL,Netherlands,2020-11-23,-20.0,-6.0,16.0,-46.0,-26.0,10.0
10955,NL,Netherlands,2020-11-24,-19.0,3.0,16.0,-47.0,-26.0,10.0
10956,NL,Netherlands,2020-11-25,-19.0,0.0,17.0,-45.0,-22.0,9.0
10957,NL,Netherlands,2020-11-26,-26.0,-3.0,-13.0,-48.0,-25.0,11.0
10958,NL,Netherlands,2020-11-27,-22.0,1.0,2.0,-43.0,-21.0,9.0
10959,NL,Netherlands,2020-11-28,-28.0,-2.0,2.0,-44.0,-4.0,7.0
10960,NL,Netherlands,2020-11-29,-33.0,-7.0,12.0,-45.0,-3.0,5.0
10961,NL,Netherlands,2020-11-30,-24.0,-10.0,-19.0,-48.0,-26.0,11.0
10962,NL,Netherlands,2020-12-01,-20.0,0.0,0.0,-46.0,-25.0,10.0
10963,NL,Netherlands,2020-12-02,-21.0,-1.0,2.0,-45.0,-22.0,9.0
10964,NL,Netherlands,2020-12-03,-28.0,-4.0,-24.0,-49.0,-24.0,11.0
10965,NL,Netherlands,2020-12-04,-26.0,2.0,-7.0,-44.0,-20.0,10.0
10966,NL,Netherlands,2020-12-05,-34.0,-4.0,-8.0,-46.0,-2.0,7.0
10967,NL,Netherlands,2020-12-06,-41.0,-12.0,-11.0,-47.0,-5.0,5.0
10968,NL,Netherlands,2020-12-07,-26.0,-11.0,-22.0,-47.0,-26.0,10.0
10969,NL,Netherlands,2020-12-08,-22.0,-1.0,5.0,-47.0,-24.0,10.0
10970,NL,Netherlands,2020-12-09,-26.0,-6.0,-9.0,-47.0,-22.0,10.0
10971,NL,Netherlands,2020-12-10,-29.0,-5.0,-12.0,-48.0,-24.0,11.0
10972,NL,Netherlands,2020-12-11,-32.0,-7.0,-18.0,-46.0,-21.0,10.0
10973,NL,Netherlands,2020-12-12,-34.0,-5.0,-17.0,-46.0,-4.0,8.0
10974,NL,Netherlands,2020-12-13,-37.0,-7.0,4.0,-45.0,-4.0,6.0
10975,NL,Netherlands,2020-12-14,8.0,15.0,-7.0,-44.0,-25.0,9.0
10976,NL,Netherlands,2020-12-15,-48.0,-5.0,-3.0,-52.0,-29.0,13.0
10977,NL,Netherlands,2020-12-16,-49.0,-7.0,13.0,-56.0,-36.0,14.0
10978,NL,Netherlands,2020-12-17,-52.0,-7.0,-10.0,-59.0,-39.0,16.0
10979,NL,Netherlands,2020-12-18,-50.0,-5.0,11.0,-55.0,-37.0,14.0
10980,NL,Netherlands,2020-12-19,-59.0,-9.0,-7.0,-53.0,-13.0,10.0
10981,NL,Netherlands,2020-12-20,-58.0,-10.0,17.0,-51.0,-10.0,7.0
10982,NL,Netherlands,2020-12-21,-44.0,1.0,-22.0,-62.0,-51.0,16.0
10983,NL,Netherlands,2020-12-22,-36.0,22.0,18.0,-60.0,-51.0,16.0
10984,NL,Netherlands,2020-12-23,-40.0,20.0,-19.0,-60.0,-50.0,16.0
10985,NL,Netherlands,2020-12-24,-43.0,18.0,-13.0,-62.0,-60.0,18.0
10986,NL,Netherlands,2020-12-25,-82.0,-75.0,7.0,-75.0,-83.0,22.0
10987,NL,Netherlands,2020-12-26,-83.0,-63.0,-28.0,-66.0,-40.0,10.0
10988,NL,Netherlands,2020-12-27,-72.0,-33.0,-59.0,-63.0,-20.0,8.0
10989,NL,Netherlands,2020-12-28,-41.0,1.0,34.0,-62.0,-62.0,18.0
10990,NL,Netherlands,2020-12-29,-43.0,6.0,20.0,-64.0,-62.0,19.0
10991,NL,Netherlands,2020-12-30,-41.0,13.0,15.0,-61.0,-59.0,17.0
10992,NL,Netherlands,2020-12-31,-45.0,13.0,7.0,-63.0,-66.0,18.0
10993,NL,Netherlands,2021-01-01,-79.0,-77.0,5.0,-75.0,-83.0,24.0
10994,NL,Netherlands,2021-01-02,-65.0,-17.0,0.0,-59.0,-22.0,12.0
10995,NL,Netherlands,2021-01-03,-62.0,-19.0,3.0,-56.0,-12.0,8.0
10996,NL,Netherlands,2021-01-04,-52.0,-12.0,-23.0,-62.0,-41.0,16.0
10997,NL,Netherlands,2021-01-05,-52.0,-8.0,-8.0,-61.0,-41.0,16.0
10998,NL,Netherlands,2021-01-06,-53.0,-9.0,-2.0,-58.0,-37.0,15.0
10999,NL,Netherlands,2021-01-07,-58.0,-15.0,-32.0,-62.0,-39.0,17.0
11000,NL,Netherlands,2021-01-08,-55.0,-9.0,0.0,-57.0,-35.0,15.0
11001,NL,Netherlands,2021-01-09,-59.0,-9.0,19.0,-52.0,-12.0,10.0
11002,NL,Netherlands,2021-01-10,-60.0,-14.0,23.0,-52.0,-9.0,7.0
11003,NL,Netherlands,2021-01-11,-51.0,-13.0,-14.0,-59.0,-38.0,15.0
11004,NL,Netherlands,2021-01-12,-50.0,-7.0,8.0,-58.0,-38.0,15.0
11005,NL,Netherlands,2021-01-13,-53.0,-11.0,7.0,-56.0,-35.0,13.0
11006,NL,Netherlands,2021-01-14,-56.0,-13.0,-11.0,-60.0,-38.0,15.0
11007,NL,Netherlands,2021-01-15,-56.0,-12.0,-7.0,-57.0,-36.0,14.0
11008,NL,Netherlands,2021-01-16,-63.0,-14.0,-8.0,-57.0,-15.0,10.0
11009,NL,Netherlands,2021-01-17,-63.0,-20.0,4.0,-55.0,-13.0,7.0
11010,NL,Netherlands,2021-01-18,-52.0,-16.0,-7.0,-58.0,-39.0,14.0
11011,NL,Netherlands,2021-01-19,-55.0,-17.0,-23.0,-60.0,-39.0,15.0
11012,NL,Netherlands,2021-01-20,-52.0,-10.0,0.0,-56.0,-36.0,13.0
11013,NL,Netherlands,2021-01-21,-56.0,-13.0,-13.0,-59.0,-38.0,15.0
11014,NL,Netherlands,2021-01-22,-53.0,-7.0,14.0,-54.0,-34.0,14.0
11015,NL,Netherlands,2021-01-23,-60.0,-10.0,6.0,-56.0,-14.0,11.0
11016,NL,Netherlands,2021-01-24,-59.0,-15.0,42.0,-52.0,-13.0,7.0
11017,NL,Netherlands,2021-01-25,-50.0,-13.0,14.0,-57.0,-38.0,14.0
11018,NL,Netherlands,2021-01-26,-51.0,-8.0,15.0,-58.0,-38.0,15.0
11019,NL,Netherlands,2021-01-27,-54.0,-13.0,-9.0,-58.0,-35.0,14.0
11020,NL,Netherlands,2021-01-28,-58.0,-16.0,-33.0,-61.0,-38.0,16.0
11021,NL,Netherlands,2021-01-29,-55.0,-10.0,-11.0,-57.0,-34.0,15.0
11022,NL,Netherlands,2021-01-30,-59.0,-9.0,-4.0,-57.0,-12.0,11.0
11023,NL,Netherlands,2021-01-31,-56.0,-13.0,53.0,-49.0,-10.0,6.0
11024,NL,Netherlands,2021-02-01,-51.0,-15.0,-11.0,-58.0,-39.0,14.0
11025,NL,Netherlands,2021-02-02,-53.0,-10.0,-13.0,-59.0,-38.0,15.0
11026,NL,Netherlands,2021-02-03,-55.0,-15.0,-21.0,-58.0,-35.0,14.0
11027,NL,Netherlands,2021-02-04,-51.0,-5.0,15.0,-57.0,-36.0,14.0
11028,NL,Netherlands,2021-02-05,-50.0,0.0,7.0,-55.0,-32.0,14.0
11029,NL,Netherlands,2021-02-06,-58.0,-2.0,-16.0,-56.0,-9.0,10.0
11030,NL,Netherlands,2021-02-07,-74.0,-36.0,10.0,-67.0,-31.0,11.0
11031,NL,Netherlands,2021-02-08,-60.0,-26.0,-7.0,-67.0,-55.0,20.0
11032,NL,Netherlands,2021-02-09,-53.0,-7.0,26.0,-59.0,-46.0,17.0
11033,NL,Netherlands,2021-02-10,-52.0,-7.0,22.0,-55.0,-37.0,15.0
11034,NL,Netherlands,2021-02-11,-52.0,-6.0,35.0,-55.0,-38.0,16.0
11035,NL,Netherlands,2021-02-12,-51.0,-5.0,56.0,-51.0,-35.0,14.0
11036,NL,Netherlands,2021-02-13,-54.0,-4.0,110.0,-47.0,-12.0,9.0
11037,NL,Netherlands,2021-02-14,-52.0,-11.0,120.0,-43.0,-7.0,6.0
11038,NL,Netherlands,2021-02-15,-56.0,-22.0,-34.0,-61.0,-48.0,18.0
11039,NL,Netherlands,2021-02-16,-46.0,2.0,8.0,-55.0,-38.0,14.0
11040,NL,Netherlands,2021-02-17,-47.0,-2.0,12.0,-53.0,-34.0,13.0
11041,NL,Netherlands,2021-02-18,-51.0,-6.0,-10.0,-56.0,-36.0,15.0
11042,NL,Netherlands,2021-02-19,-47.0,0.0,29.0,-51.0,-33.0,13.0
11043,NL,Netherlands,2021-02-20,-49.0,-2.0,71.0,-42.0,-7.0,8.0
11044,NL,Netherlands,2021-02-21,-39.0,-3.0,134.0,-31.0,-3.0,3.0
11045,NL,Netherlands,2021-02-22,-38.0,-2.0,64.0,-51.0,-40.0,12.0
11046,NL,Netherlands,2021-02-23,-36.0,6.0,88.0,-51.0,-39.0,12.0
11047,NL,Netherlands,2021-02-24,-35.0,2.0,120.0,-45.0,-36.0,10.0
11048,NL,Netherlands,2021-02-25,-42.0,2.0,57.0,-52.0,-38.0,13.0
11049,NL,Netherlands,2021-02-26,-43.0,1.0,61.0,-49.0,-35.0,12.0
11050,NL,Netherlands,2021-02-27,-49.0,-1.0,51.0,-44.0,-4.0,8.0
11051,NL,Netherlands,2021-02-28,-45.0,-3.0,79.0,-38.0,-1.0,4.0
11052,NL,Netherlands,2021-03-01,-41.0,-5.0,28.0,-51.0,-33.0,12.0
11053,NL,Netherlands,2021-03-02,-38.0,3.0,71.0,-49.0,-32.0,12.0
11054,NL,Netherlands,2021-03-03,-35.0,1.0,42.0,-47.0,-29.0,10.0
11055,NL,Netherlands,2021-03-04,-43.0,-3.0,-6.0,-53.0,-32.0,13.0
11056,NL,Netherlands,2021-03-05,-40.0,2.0,34.0,-47.0,-27.0,11.0
11057,NL,Netherlands,2021-03-06,-45.0,1.0,35.0,-45.0,-1.0,8.0
11058,NL,Netherlands,2021-03-07,-50.0,-4.0,41.0,-44.0,-1.0,5.0
11059,NL,Netherlands,2021-03-08,-36.0,-3.0,20.0,-49.0,-32.0,11.0
11060,NL,Netherlands,2021-03-09,-38.0,1.0,18.0,-50.0,-32.0,12.0
11061,NL,Netherlands,2021-03-10,-40.0,-1.0,8.0,-49.0,-29.0,11.0
11062,NL,Netherlands,2021-03-11,-47.0,-8.0,-17.0,-52.0,-32.0,14.0
11063,NL,Netherlands,2021-03-12,-45.0,-2.0,-4.0,-49.0,-27.0,12.0
11064,NL,Netherlands,2021-03-13,-51.0,-4.0,-20.0,-52.0,-3.0,10.0
11065,NL,Netherlands,2021-03-14,-52.0,-4.0,26.0,-45.0,0.0,6.0
11066,NL,Netherlands,2021-03-15,-38.0,-5.0,9.0,-49.0,-32.0,12.0
11067,NL,Netherlands,2021-03-16,-36.0,0.0,10.0,-50.0,-32.0,12.0
11068,NL,Netherlands,2021-03-17,-25.0,8.0,30.0,-42.0,-28.0,10.0
11069,NL,Netherlands,2021-03-18,-42.0,-3.0,4.0,-51.0,-30.0,13.0
11070,NL,Netherlands,2021-03-19,-38.0,2.0,50.0,-45.0,-26.0,11.0
11071,NL,Netherlands,2021-03-20,-43.0,1.0,47.0,-43.0,1.0,7.0
11072,NL,Netherlands,2021-03-21,-48.0,-3.0,37.0,-45.0,1.0,5.0
11073,NL,Netherlands,2021-03-22,-34.0,-1.0,31.0,-48.0,-31.0,11.0
11074,NL,Netherlands,2021-03-23,-32.0,6.0,51.0,-48.0,-31.0,11.0
11075,NL,Netherlands,2021-03-24,-31.0,4.0,73.0,-43.0,-27.0,10.0
11076,NL,Netherlands,2021-03-25,-37.0,3.0,34.0,-48.0,-30.0,12.0
11077,NL,Netherlands,2021-03-26,-36.0,4.0,51.0,-44.0,-26.0,11.0
11078,NL,Netherlands,2021-03-27,-44.0,0.0,22.0,-46.0,-1.0,8.0
11079,NL,Netherlands,2021-03-28,-49.0,-7.0,31.0,-45.0,-1.0,6.0
11080,NL,Netherlands,2021-03-29,-28.0,0.0,85.0,-44.0,-30.0,10.0
11081,NL,Netherlands,2021-03-30,-23.0,8.0,153.0,-41.0,-30.0,10.0
11082,NL,Netherlands,2021-03-31,-23.0,8.0,152.0,-36.0,-27.0,8.0
11083,NL,Netherlands,2021-04-01,-32.0,9.0,62.0,-44.0,-29.0,10.0
11084,NL,Netherlands,2021-04-02,-34.0,11.0,67.0,-48.0,-39.0,12.0
11085,NL,Netherlands,2021-04-03,-38.0,12.0,74.0,-40.0,-1.0,6.0
11086,NL,Netherlands,2021-04-04,-59.0,-37.0,74.0,-43.0,0.0,4.0
11087,NL,Netherlands,2021-04-05,-52.0,-34.0,11.0,-67.0,-81.0,22.0
11088,NL,Netherlands,2021-04-06,-40.0,-1.0,7.0,-49.0,-31.0,12.0
11089,NL,Netherlands,2021-04-07,-41.0,-1.0,5.0,-47.0,-28.0,12.0
11090,NL,Netherlands,2021-04-08,-39.0,3.0,26.0,-48.0,-28.0,12.0
11091,NL,Netherlands,2021-04-09,-37.0,4.0,52.0,-43.0,-24.0,10.0
11092,NL,Netherlands,2021-04-10,-47.0,-2.0,2.0,-48.0,-3.0,9.0
11093,NL,Netherlands,2021-04-11,-46.0,-3.0,38.0,-43.0,-1.0,6.0
11094,NL,Netherlands,2021-04-12,-33.0,-2.0,33.0,-46.0,-29.0,11.0
11095,NL,Netherlands,2021-04-13,-30.0,7.0,71.0,-46.0,-29.0,11.0
11096,NL,Netherlands,2021-04-14,-33.0,4.0,57.0,-43.0,-26.0,10.0
11097,NL,Netherlands,2021-04-15,-36.0,4.0,44.0,-46.0,-27.0,11.0
11098,NL,Netherlands,2021-04-16,-34.0,5.0,85.0,-41.0,-24.0,9.0
11099,NL,Netherlands,2021-04-17,-38.0,2.0,93.0,-36.0,0.0,6.0
11100,NL,Netherlands,2021-04-18,-37.0,0.0,115.0,-31.0,2.0,3.0
11101,NL,Netherlands,2021-04-19,-30.0,2.0,67.0,-44.0,-29.0,10.0
11102,NL,Netherlands,2021-04-20,-24.0,12.0,123.0,-41.0,-27.0,10.0
11103,NL,Netherlands,2021-04-21,-29.0,8.0,79.0,-41.0,-25.0,9.0
11104,NL,Netherlands,2021-04-22,-33.0,7.0,59.0,-45.0,-26.0,11.0
11105,NL,Netherlands,2021-04-23,-31.0,8.0,104.0,-39.0,-23.0,8.0
11106,NL,Netherlands,2021-04-24,-37.0,6.0,101.0,-34.0,1.0,5.0
11107,NL,Netherlands,2021-04-25,-36.0,4.0,105.0,-34.0,1.0,4.0
11108,NL,Netherlands,2021-04-26,-12.0,20.0,149.0,-43.0,-44.0,10.0
11109,NL,Netherlands,2021-04-27,-19.0,4.0,296.0,-48.0,-76.0,17.0
11110,NL,Netherlands,2021-04-28,-11.0,8.0,124.0,-38.0,-31.0,8.0
11111,NL,Netherlands,2021-04-29,-29.0,2.0,20.0,-49.0,-33.0,12.0
11112,NL,Netherlands,2021-04-30,-24.0,7.0,70.0,-41.0,-29.0,9.0
11113,NL,Netherlands,2021-05-01,-23.0,7.0,95.0,-31.0,1.0,4.0
11114,NL,Netherlands,2021-05-02,-25.0,3.0,92.0,-33.0,3.0,3.0
11115,NL,Netherlands,2021-05-03,-6.0,8.0,119.0,-44.0,-40.0,9.0
11116,NL,Netherlands,2021-05-04,-20.0,2.0,58.0,-50.0,-41.0,12.0
11117,NL,Netherlands,2021-05-05,-12.0,11.0,94.0,-47.0,-43.0,11.0
11118,NL,Netherlands,2021-05-06,-16.0,9.0,87.0,-45.0,-39.0,11.0
11119,NL,Netherlands,2021-05-07,-17.0,10.0,116.0,-40.0,-34.0,8.0
11120,NL,Netherlands,2021-05-08,-28.0,10.0,48.0,-38.0,0.0,5.0
11121,NL,Netherlands,2021-05-09,-24.0,1.0,101.0,-24.0,19.0,0.0
11122,NL,Netherlands,2021-05-10,-13.0,4.0,99.0,-40.0,-33.0,9.0
11123,NL,Netherlands,2021-05-11,-11.0,12.0,103.0,-41.0,-32.0,10.0
11124,NL,Netherlands,2021-05-12,-4.0,19.0,175.0,-32.0,-29.0,5.0
11125,NL,Netherlands,2021-05-13,-14.0,-8.0,237.0,-48.0,-77.0,17.0
11126,NL,Netherlands,2021-05-14,-9.0,15.0,160.0,-41.0,-52.0,12.0
11127,NL,Netherlands,2021-05-15,-26.0,4.0,87.0,-33.0,-3.0,5.0
11128,NL,Netherlands,2021-05-16,-27.0,4.0,61.0,-32.0,6.0,3.0
11129,NL,Netherlands,2021-05-17,-17.0,6.0,56.0,-40.0,-28.0,9.0
11130,NL,Netherlands,2021-05-18,-11.0,15.0,106.0,-38.0,-26.0,9.0
11131,NL,Netherlands,2021-05-19,-17.0,7.0,68.0,-37.0,-24.0,8.0
11132,NL,Netherlands,2021-05-20,-13.0,13.0,76.0,-39.0,-25.0,8.0
11133,NL,Netherlands,2021-05-21,-19.0,13.0,76.0,-36.0,-22.0,7.0
11134,NL,Netherlands,2021-05-22,-25.0,13.0,44.0,-37.0,3.0,5.0
11135,NL,Netherlands,2021-05-23,-25.0,-13.0,109.0,-29.0,4.0,3.0
11136,NL,Netherlands,2021-05-24,-10.0,-8.0,71.0,-57.0,-79.0,19.0
11137,NL,Netherlands,2021-05-25,-11.0,19.0,57.0,-40.0,-26.0,8.0
11138,NL,Netherlands,2021-05-26,-13.0,14.0,55.0,-37.0,-22.0,8.0
11139,NL,Netherlands,2021-05-27,-17.0,12.0,46.0,-40.0,-23.0,9.0
11140,NL,Netherlands,2021-05-28,-8.0,13.0,138.0,-29.0,-18.0,5.0
11141,NL,Netherlands,2021-05-29,-12.0,11.0,144.0,-20.0,10.0,2.0
11142,NL,Netherlands,2021-05-30,5.0,16.0,187.0,-11.0,17.0,-1.0
11143,NL,Netherlands,2021-05-31,4.0,13.0,149.0,-33.0,-24.0,6.0
11144,NL,Netherlands,2021-06-01,6.0,22.0,198.0,-32.0,-24.0,6.0
11145,NL,Netherlands,2021-06-02,2.0,17.0,205.0,-28.0,-22.0,5.0
11146,NL,Netherlands,2021-06-03,-9.0,15.0,109.0,-37.0,-23.0,8.0
11147,NL,Netherlands,2021-06-04,-10.0,13.0,141.0,-31.0,-18.0,5.0
11148,NL,Netherlands,2021-06-05,-13.0,9.0,91.0,-27.0,8.0,3.0
11149,NL,Netherlands,2021-06-06,1.0,10.0,149.0,-16.0,16.0,0.0
11150,NL,Netherlands,2021-06-07,4.0,14.0,138.0,-34.0,-23.0,6.0
11151,NL,Netherlands,2021-06-08,7.0,21.0,173.0,-32.0,-22.0,6.0
11152,NL,Netherlands,2021-06-09,4.0,17.0,166.0,-29.0,-20.0,4.0
11153,NL,Netherlands,2021-06-10,-1.0,16.0,134.0,-34.0,-21.0,6.0
11154,NL,Netherlands,2021-06-11,-5.0,13.0,156.0,-29.0,-18.0,3.0
11155,NL,Netherlands,2021-06-12,-10.0,8.0,142.0,-21.0,8.0,1.0
11156,NL,Netherlands,2021-06-13,2.0,15.0,181.0,-13.0,15.0,-2.0
11157,NL,Netherlands,2021-06-14,2.0,14.0,157.0,-33.0,-24.0,5.0
11158,NL,Netherlands,2021-06-15,5.0,22.0,167.0,-33.0,-22.0,6.0
11159,NL,Netherlands,2021-06-16,1.0,15.0,197.0,-29.0,-21.0,4.0
11160,NL,Netherlands,2021-06-17,-10.0,13.0,114.0,-37.0,-23.0,6.0
11161,NL,Netherlands,2021-06-18,-11.0,7.0,116.0,-32.0,-20.0,5.0
11162,NL,Netherlands,2021-06-19,-10.0,11.0,114.0,-23.0,7.0,1.0
11163,NL,Netherlands,2021-06-20,-3.0,8.0,105.0,-20.0,17.0,-1.0
11164,NL,Netherlands,2021-06-21,-10.0,6.0,54.0,-38.0,-26.0,7.0
11165,NL,Netherlands,2021-06-22,1.0,16.0,122.0,-36.0,-23.0,6.0
11166,NL,Netherlands,2021-06-23,1.0,13.0,119.0,-32.0,-21.0,5.0
11167,NL,Netherlands,2021-06-24,0.0,12.0,114.0,-34.0,-22.0,6.0
11168,NL,Netherlands,2021-06-25,-4.0,9.0,119.0,-29.0,-19.0,4.0
11169,NL,Netherlands,2021-06-26,-4.0,6.0,122.0,-17.0,8.0,0.0
11170,NL,Netherlands,2021-06-27,-1.0,10.0,114.0,-16.0,15.0,-1.0
11171,NL,Netherlands,2021-06-28,2.0,11.0,101.0,-34.0,-25.0,6.0
11172,NL,Netherlands,2021-06-29,2.0,15.0,98.0,-36.0,-24.0,5.0
11173,NL,Netherlands,2021-06-30,-2.0,10.0,69.0,-34.0,-22.0,5.0
11174,NL,Netherlands,2021-07-01,0.0,11.0,80.0,-33.0,-23.0,6.0
11175,NL,Netherlands,2021-07-02,2.0,10.0,137.0,-26.0,-20.0,3.0
11176,NL,Netherlands,2021-07-03,-5.0,5.0,127.0,-13.0,8.0,0.0
